S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s4	w2f	fanden	funden	finden	VVFIN
s4	w30	wird	wird	werden	VAFIN
s4	w31	/	/	/	$(
s4	w32	in	in	in	APPR
s4	w33	Himmel	Himmel	Himmel	NN
s4	w34	und	vnd	und	KON
s4	w35	Erden	Erden	Erde	NN
s4	w36	/	/	/	$(
s4	w37	und	vnd	und	KON
s4	w38	auch	auch	auch	ADV
s4	w39	darüber	daruͤber	darüber	PAV
s4	w3a	.	.	.	$.

# text = Geſtellet von Dem Ehrwuͤrdigen / ꝛc. in Gott ruhendem M. Valentino Weigelio , weyland Pfarꝛherꝛn zu der Tſchopaw .
s5	w3b	Gestellt	Geſtellet	stellen	VVPP
s5	w3c	von	von	von	APPR
s5	w3d	Dem	Dem	d	ART
s5	w3e	Ehrwürdigen	Ehrwuͤrdigen	Ehrwürdigen	NN
s5	w3f	/	/	/	$(
s5	w40	etc.	ꝛc.	etc.	ADV
s5	w41	in	in	in	APPR
s5	w42	Gott	Gott	Gott	NN
s5	w43	ruhendem	ruhendem	ruhend	ADJA
s5	w44	M.	M.	M.	NE
s5	w45	Valentino	Valentino	Valentino	NE
s5	w46	Weigelio	Weigelio	Weigelio	NN
s5	w47	,	,	,	$,
s5	w48	weiland	weyland	weiland	ADV
s5	w49	Pfarrherrn	Pfarꝛherꝛn	Pfarrherr	NN
s5	w4a	zu	zu	zu	APPR
s5	w4b	der	der	d	ART
s5	w4c	Tschopaw	Tſchopaw	Tschopaw	NN
s5	w4d	.	.	.	$.

# text = Gedruckt zu der Newenſtatt / durch Johann Knuber / Jm Jahr M DC XV .
s6	w4e	Gedruckt	Gedruckt	drucken	VVPP
s6	w4f	zu	zu	zu	APPR
s6	w50	der	der	d	ART
s6	w51	Newenstatt	Newenſtatt	Newenstatt	NN
s6	w52	/	/	/	$(
s6	w53	durch	durch	durch	APPR
s6	w54	Johann	Johann	Johann	NE
s6	w55	Knuber	Knuber	Knuber	NE
s6	w56	/	/	/	$(
s6	w57	Im	Jm	im	APPRART
s6	w58	Jahr	Jahr	Jahr	NN
s6	w59	M	M	M	NN
s6	w5a	DC	DC	dc	CARD
s6	w5b	XV	XV	xv	CARD
s6	w5c	.	.	.	$.

# text = Eingang .
s3ab	wbbe8	Eingang	Eingang	Eingang	NN
s3ab	wbbe9	.	.	.	$.

# text = DJeſes Buͤchlein heiſſet auff Griechiſch / γνὦϑι σεαυὀν , Lateiniſch / Cognoſce teipſum , vnd auff Teutſch / Erkenne dich ſelber : weiſet dahin / daß der Menſch ſey ein Microcoſmus , das groͤſte Werck GOttes vnter dem Himmel / Er ſey die kleine Welt / vnd trage alles in jme / was da funden wirt / in Himmel vnd Erden / vnd auch daruͤber .
s7	w5d	Dieses	DJeſes	diese	PDAT
s7	w5e	Büchlein	Buͤchlein	Büchlein	NN
s7	w5f	heißt	heiſſet	heißen	VVFIN
s7	w60	auf	auff	auf	APPR
s7	w61	Griechisch	Griechiſch	Griechisch	NN
s7	w62	/	/	/	$(
s7	w63	γνὦϑι	γνὦϑι	Γνὦϑι	NE
s7	w64	σεαυὀν	σεαυὀν	Σεαυὀν	NE
s7	w65	,	,	,	$,
s7	w66	Lateinisch	Lateiniſch	lateinisch	ADJD
s7	w67	/	/	/	$(
s7	w68	Cognosce	Cognoſce	cognosce	FM
s7	w69	teipsum	teipſum	teipsum	FM
s7	w6a	,	,	,	$,
s7	w6b	und	vnd	und	KON
s7	w6c	auf	auff	auf	APPR
s7	w6d	Deutsch	Teutſch	Deutsch	NN
s7	w6e	/	/	/	$(
s7	w6f	Erkenne	Erkenne	erkennen	VVFIN
s7	w70	dich	dich	du	PPER
s7	w71	selber	ſelber	selber	ADV
s7	w72	:	:	:	$.
s7	w73	weiset	weiſet	weisen	VVFIN
s7	w74	dahin	dahin	dahin	PAV
s7	w75	/	/	/	$(
s7	w76	daß	daß	daß	KOUS
s7	w77	der	der	d	ART
s7	w78	Mensch	Menſch	Mensch	NN
s7	w79	sei	ſey	sein	VAFIN
s7	w7a	ein	ein	eine	ART
s7	w7b	Microcosmus	Microcoſmus	Microcosmus	NN
s7	w7c	,	,	,	$,
s7	w7d	das	das	d	ART
s7	w7e	größte	groͤſte	groß	ADJA
s7	w7f	Werk	Werck	Werk	NN
s7	w80	Gottes	GOttes	Gott	NN
s7	w81	unter	vnter	unter	APPR
s7	w82	dem	dem	d	ART
s7	w83	Himmel	Himmel	Himmel	NN
s7	w84	/	/	/	$(
s7	w85	Er	Er	er	PPER
s7	w86	sei	ſey	sein	VAFIN
s7	w87	die	die	d	ART
s7	w88	kleine	kleine	klein	ADJA
s7	w89	Welt	Welt	Welt	NN
s7	w8a	/	/	/	$(
s7	w8b	und	vnd	und	KON
s7	w8c	trage	trage	tragen	VVFIN
s7	w8d	alles	alles	alle	PIS
s7	w8e	in	in	in	APPR
s7	w8f	ihm	jme	er	PPER
s7	w90	/	/	/	$(
s7	w91	was	was	was	PWS
s7	w92	da	da	da	ADV
s7	w93	fanden	funden	finden	VVFIN
s7	w94	wird	wirt	werden	VAFIN
s7	w95	/	/	/	$(
s7	w96	in	in	in	APPR
s7	w97	Himmel	Himmel	Himmel	NN
s7	w98	und	vnd	und	KON
s7	w99	Erden	Erden	Erde	NN
s7	w9a	/	/	/	$(
s7	w9b	und	vnd	und	KON
s7	w9c	auch	auch	auch	ADV
s7	w9d	darüber	daruͤber	darüber	PAV
s7	w9e	.	.	.	$.

# text = Vnd die weil ein jeder von Natur viel begert zuwiſſen / ſo ſoll ja billich das / das erſte ſeyn vnd fuͤrnembſte / ſich ſelbſt recht kennen vnd wiſſen / nicht alleine nach der Natur / da er iſt ein Sohn der groſſen Welt / ſondern auch nach der Gnaden / da er iſt ein Kind vnd Erbe Gottes in Chriſto :
s8	w9f	Und	Vnd	und	KON
s8	wa0	die	die	d	ART
s8	wa1	weil	weil	weil	KOUS
s8	wa2	ein	ein	eine	ART
s8	wa3	jeder	jeder	jede	PIS
s8	wa4	von	von	von	APPR
s8	wa5	Natur	Natur	Natur	NN
s8	wa6	viel	viel	viel	ADV
s8	wa7	begehrt	begert	begehren	VVPP
s8	wa8	zuwissen	zuwiſſen	zuwissen	VVINF
s8	wa9	/	/	/	$(
s8	waa	so	ſo	so	ADV
s8	wab	soll	ſoll	sollen	VMFIN
s8	wac	ja	ja	ja	ADV
s8	wad	billig	billich	billig	ADJD
s8	wae	das	das	d	ART
s8	waf	/	/	/	$(
s8	wb0	das	das	d	ART
s8	wb1	erste	erſte	erst	ADJA
s8	wb2	sein	ſeyn	sein	VAINF
s8	wb3	und	vnd	und	KON
s8	wb4	fürnehmste	fuͤrnembſte	fürnehm	ADJA
s8	wb5	/	/	/	$(
s8	wb6	sich	ſich	sich	PRF
s8	wb7	selbst	ſelbſt	selbst	ADV
s8	wb8	recht	recht	recht	ADJD
s8	wb9	kennen	kennen	kennen	VVINF
s8	wba	und	vnd	und	KON
s8	wbb	wissen	wiſſen	wissen	VVINF
s8	wbc	/	/	/	$(
s8	wbd	nicht	nicht	nicht	PTKNEG
s8	wbe	alleine	alleine	alleine	ADV
s8	wbf	nach	nach	nach	APPR
s8	wc0	der	der	d	ART
s8	wc1	Natur	Natur	Natur	NN
s8	wc2	/	/	/	$(
s8	wc3	da	da	da	KOUS
s8	wc4	er	er	er	PPER
s8	wc5	ist	iſt	sein	VAFIN
s8	wc6	ein	ein	eine	ART
s8	wc7	Sohn	Sohn	Sohn	NN
s8	wc8	der	der	d	ART
s8	wc9	großen	groſſen	groß	ADJA
s8	wca	Welt	Welt	Welt	NN
s8	wcb	/	/	/	$(
s8	wcc	sondern	ſondern	sondern	KON
s8	wcd	auch	auch	auch	ADV
s8	wce	nach	nach	nach	APPR
s8	wcf	der	der	d	ART
s8	wd0	Gnaden	Gnaden	Gnade	NN
s8	wd1	/	/	/	$(
s8	wd2	da	da	da	KOUS
s8	wd3	er	er	er	PPER
s8	wd4	ist	iſt	sein	VAFIN
s8	wd5	ein	ein	eine	ART
s8	wd6	Kind	Kind	Kind	NN
s8	wd7	und	vnd	und	KON
s8	wd8	Erbe	Erbe	Erbe	NN
s8	wd9	Gottes	Gottes	Gott	NN
s8	wda	in	in	in	APPR
s8	wdb	Christo	Chriſto	Christo	NE
s8	wdc	:	:	:	$.

# text = Das iſt / nicht alleine nach der Philoſophey / ſoll er ſich ſelbſt wiſſen vnd erkennen / ſondern viel mehr nach der heiligen Schrifft / die zweyfache Erkendtnuß iſt / das edelſte am Menſchen / dann da lernet er / woher er komme / worauß er gemacht ſey / wo er geſchaffen ſey / wie er leben vnd wandeln ſoll / beydes in dieſer Zeit / vnnd hernach in Ewigkeit .
s9	wdd	Das	Das	die	PDS
s9	wde	ist	iſt	sein	VAFIN
s9	wdf	/	/	/	$(
s9	we0	nicht	nicht	nicht	PTKNEG
s9	we1	alleine	alleine	alleine	ADV
s9	we2	nach	nach	nach	APPR
s9	we3	der	der	d	ART
s9	we4	Philosophie	Philoſophey	Philosophie	NN
s9	we5	/	/	/	$(
s9	we6	soll	ſoll	sollen	VMFIN
s9	we7	er	er	er	PPER
s9	we8	sich	ſich	sich	PRF
s9	we9	selbst	ſelbſt	selbst	ADV
s9	wea	wissen	wiſſen	wissen	VVINF
s9	web	und	vnd	und	KON
s9	wec	erkennen	erkennen	erkennen	VVINF
s9	wed	/	/	/	$(
s9	wee	sondern	ſondern	sondern	KON
s9	wef	viel	viel	viel	ADV
s9	wf0	mehr	mehr	mehr	ADV
s9	wf1	nach	nach	nach	APPR
s9	wf2	der	der	d	ART
s9	wf3	heiligen	heiligen	heilig	ADJA
s9	wf4	Schrift	Schrifft	Schrift	NN
s9	wf5	/	/	/	$(
s9	wf6	die	die	d	ART
s9	wf7	zweifache	zweyfache	zweifach	ADJA
s9	wf8	Erkenntnis	Erkendtnuß	Erkenntnis	NN
s9	wf9	ist	iſt	sein	VAFIN
s9	wfa	/	/	/	$(
s9	wfb	das	das	d	ART
s9	wfc	edelste	edelſte	edel	ADJA
s9	wfd	am	am	am	APPRART
s9	wfe	Menschen	Menſchen	Mensch	NN
s9	wff	/	/	/	$(
s9	w100	dann	dann	dann	ADV
s9	w101	da	da	da	ADV
s9	w102	lernet	lernet	lernen	VVFIN
s9	w103	er	er	er	PPER
s9	w104	/	/	/	$(
s9	w105	woher	woher	woher	PWAV
s9	w106	er	er	er	PPER
s9	w107	komme	komme	kommen	VVFIN
s9	w108	/	/	/	$(
s9	w109	woraus	worauß	woraus	PWAV
s9	w10a	er	er	er	PPER
s9	w10b	gemacht	gemacht	machen	VVPP
s9	w10c	sei	ſey	sein	VAFIN
s9	w10d	/	/	/	$(
s9	w10e	wo	wo	wo	PWAV
s9	w10f	er	er	er	PPER
s9	w110	geschaffen	geſchaffen	schaffen	VVPP
s9	w111	sei	ſey	sein	VAFIN
s9	w112	/	/	/	$(
s9	w113	wie	wie	wie	PWAV
s9	w114	er	er	er	PPER
s9	w115	leben	leben	leben	VVFIN
s9	w116	und	vnd	und	KON
s9	w117	wandeln	wandeln	wandeln	VVFIN
s9	w118	soll	ſoll	sollen	VMFIN
s9	w119	/	/	/	$(
s9	w11a	beides	beydes	beide	PIS
s9	w11b	in	in	in	APPR
s9	w11c	dieser	dieſer	diese	PDAT
s9	w11d	Zeit	Zeit	Zeit	NN
s9	w11e	/	/	/	$(
s9	w11f	und	vnnd	und	KON
s9	w120	hernach	hernach	hernach	ADV
s9	w121	in	in	in	APPR
s9	w122	Ewigkeit	Ewigkeit	Ewigkeit	NN
s9	w123	.	.	.	$.

# text = Wer diß lernet / der vbet recht das gnothi ſeauton , das iſt die Erkentnuß ſein ſelbſt / wiewol das gnothi ſeauton , das iſt die Erkentnuß ſein ſelbſt / dem Engel im Himmel vnd dem Adam im Paradeiß eine gelegenheit / vnd Vrſach geweſen iſt / daß ſie beyde außgetrieben / vnd von Gott verſtoſſen ſeyn worden / ſo hat doch dargegen eben die Erkendtnuß ſein ſelbſt / widerumb den Adam zu Gott geleytet / durch die vorlauffende Gnade .
sa	w124	Wer	Wer	wer	PWS
sa	w125	dies	diß	diese	PDS
sa	w126	lernet	lernet	lernen	VVFIN
sa	w127	/	/	/	$(
sa	w128	der	der	d	ART
sa	w129	übt	vbet	üben	VVFIN
sa	w12a	recht	recht	recht	ADV
sa	w12b	das	das	d	ART
sa	w12c	gnothi	gnothi	Gnothi	NE
sa	w12d	seauton	ſeauton	Seauton	NE
sa	w12e	,	,	,	$,
sa	w12f	das	das	die	PDS
sa	w130	ist	iſt	sein	VAFIN
sa	w131	die	die	d	ART
sa	w132	Erkenntnis	Erkentnuß	Erkenntnis	NN
sa	w133	sein	ſein	sein	PPOSAT
sa	w134	selbst	ſelbſt	selbst	ADV
sa	w135	/	/	/	$(
sa	w136	wiewohl	wiewol	wiewohl	KOUS
sa	w137	das	das	d	ART
sa	w138	gnothi	gnothi	Gnothi	NE
sa	w139	seauton	ſeauton	Seauton	NE
sa	w13a	,	,	,	$,
sa	w13b	das	das	die	PDS
sa	w13c	ist	iſt	sein	VAFIN
sa	w13d	die	die	d	ART
sa	w13e	Erkenntnis	Erkentnuß	Erkenntnis	NN
sa	w13f	sein	ſein	sein	PPOSAT
sa	w140	selbst	ſelbſt	selbst	ADV
sa	w141	/	/	/	$(
sa	w142	dem	dem	d	ART
sa	w143	Engel	Engel	Engel	NN
sa	w144	im	im	im	APPRART
sa	w145	Himmel	Himmel	Himmel	NN
sa	w146	und	vnd	und	KON
sa	w147	dem	dem	d	ART
sa	w148	Adam	Adam	Adam	NN
sa	w149	im	im	im	APPRART
sa	w14a	Paradies	Paradeiß	Paradies	NN
sa	w14b	eine	eine	eine	ART
sa	w14c	Gelegenheit	gelegenheit	Gelegenheit	NN
sa	w14d	/	/	/	$(
sa	w14e	und	vnd	und	KON
sa	w14f	Ursache	Vrſach	Ursache	NN
sa	w150	gewesen	geweſen	sein	VAPP
sa	w151	ist	iſt	sein	VAFIN
sa	w152	/	/	/	$(
sa	w153	daß	daß	daß	KOUS
sa	w154	sie	ſie	sie	PPER
sa	w155	beide	beyde	beide	PIS
sa	w156	ausgetrieben	außgetrieben	austreiben	VVPP
sa	w157	/	/	/	$(
sa	w158	und	vnd	und	KON
sa	w159	von	von	von	APPR
sa	w15a	Gott	Gott	Gott	NN
sa	w15b	verstoßen	verſtoſſen	verstoßen	VVPP
sa	w15c	sein	ſeyn	sein	VAINF
sa	w15d	worden	worden	werden	VAPP
sa	w15e	/	/	/	$(
sa	w15f	so	ſo	so	ADV
sa	w160	hat	hat	haben	VAFIN
sa	w161	doch	doch	doch	ADV
sa	w162	dagegen	dargegen	dagegen	PAV
sa	w163	eben	eben	eben	ADV
sa	w164	die	die	d	ART
sa	w165	Erkenntnis	Erkendtnuß	Erkenntnis	NN
sa	w166	sein	ſein	sein	PPOSAT
sa	w167	selbst	ſelbſt	selbst	ADV
sa	w168	/	/	/	$(
sa	w169	wiederum	widerumb	wiederum	ADV
sa	w16a	den	den	d	ART
sa	w16b	Adam	Adam	Adam	NN
sa	w16c	zu	zu	zu	APPR
sa	w16d	Gott	Gott	Gott	NN
sa	w16e	geleitet	geleytet	geleiten	VVPP
sa	w16f	/	/	/	$(
sa	w170	durch	durch	durch	APPR
sa	w171	die	die	d	ART
sa	w172	vorlaufende	vorlauffende	vorlaufend	ADJA
sa	w173	Gnade	Gnade	Gnade	NN
sa	w174	.	.	.	$.

# text = Dann ſo bald ſich Adam ſelber erkante / was er war / ſeine Wuͤrde / ſeine Weißheit / vnd Vermoͤgen / Da fiel er durch betrug der Schlangen / von Gott abe / vnd liebete ſich ſelber mehr / dann Gott / verwundert ſich vber ſich ſelber / daß er auch were wie Gott :
sb	w175	Dann	Dann	dann	ADV
sb	w176	so	ſo	so	ADV
sb	w177	bald	bald	bald	ADV
sb	w178	sich	ſich	sich	PRF
sb	w179	Adam	Adam	Adam	NE
sb	w17a	selber	ſelber	selber	ADV
sb	w17b	erkannte	erkante	erkennen	VVFIN
sb	w17c	/	/	/	$(
sb	w17d	was	was	was	PWS
sb	w17e	er	er	er	PPER
sb	w17f	war	war	sein	VAFIN
sb	w180	/	/	/	$(
sb	w181	seine	ſeine	seine	PPOSAT
sb	w182	Würde	Wuͤrde	Würde	NN
sb	w183	/	/	/	$(
sb	w184	seine	ſeine	seine	PPOSAT
sb	w185	Weisheit	Weißheit	Weisheit	NN
sb	w186	/	/	/	$(
sb	w187	und	vnd	und	KON
sb	w188	Vermögen	Vermoͤgen	Vermögen	NN
sb	w189	/	/	/	$(
sb	w18a	Da	Da	da	ADV
sb	w18b	fiel	fiel	fallen	VVFIN
sb	w18c	er	er	er	PPER
sb	w18d	durch	durch	durch	APPR
sb	w18e	betrug	betrug	betragen	VVFIN
sb	w18f	der	der	d	ART
sb	w190	Schlangen	Schlangen	Schlange	NN
sb	w191	/	/	/	$(
sb	w192	von	von	von	APPR
sb	w193	Gott	Gott	Gott	NN
sb	w194	ab	abe	ab	PTKVZ
sb	w195	/	/	/	$(
sb	w196	und	vnd	und	KON
sb	w197	liebte	liebete	lieben	VVFIN
sb	w198	sich	ſich	sich	PRF
sb	w199	selber	ſelber	selber	ADV
sb	w19a	mehr	mehr	mehr	ADV
sb	w19b	/	/	/	$(
sb	w19c	dann	dann	dann	ADV
sb	w19d	Gott	Gott	Gott	NN
sb	w19e	/	/	/	$(
sb	w19f	verwundert	verwundert	verwundern	VVFIN
sb	w1a0	sich	ſich	sich	PRF
sb	w1a1	über	vber	über	APPR
sb	w1a2	sich	ſich	sich	PRF
sb	w1a3	selber	ſelber	selber	ADV
sb	w1a4	/	/	/	$(
sb	w1a5	daß	daß	daß	KOUS
sb	w1a6	er	er	er	PPER
sb	w1a7	auch	auch	auch	ADV
sb	w1a8	wäre	were	sein	VAFIN
sb	w1a9	wie	wie	wie	KOKOM
sb	w1aa	Gott	Gott	Gott	NN
sb	w1ab	:	:	:	$.

# text = Aber hiermit wurde er gefellet / vnnd wie er nun ſeines Jammers vnd Elendes innen ward / vnd ſich abermal ſelber erkandte / daß er geſuͤndiget hatte / vnnd alſo in die Verdamnuß gerathen / thet er ernſtliche Buſſe / ſtarb jhm ſelber ab / fiel wider von jhm ſelber / vnd kehrete ſich zu GOtt / alſo ward er durch die Gnade wider zu Gott bracht / Dann deß Weibes Same / fand ſtatt vnd raum jhme / vnnd macht jhn widerumb lebendig / Alſo iſt die Erkendtnuß ſein ſelbſt ſchaͤdlich vnd boͤß / Wann man ſich dardurch erhebet / vnd ſich deß wiſſens vnd erkennens anmaſſet / als were er ſein eygen / als veꝛmoͤcht er alles von ſich ſelber one Gott / daher ſaget Paulus / die ſich duͤncken laſſen / ſie wiſſen etwas / dieſelben wiſſen doch nicht / wie ſie wiſſen ſollen / die Erkentnuß ſein ſelbſt iſt auch nuͤtze vnd gut / wann man ſie dahin brauchet / darzu ſie Gott durch Chriſtum verordnet hat / nemlich daß man dadurch lerne erkennen / wie ein jeder ſein ſelbſt groͤſter Feind ſey / vnnd wie man von ſich ſelber nichts ſey / noch vermoͤge alles von jhm ſelber / ſondern alles was ein jeder iſt / vnnd vermoͤge / ſey alles von der Gnaden Gottes / vnd alſo ſoll ſich ein jeder taͤglich vor deꝛ gewaltigen Hand Gottes demuͤtigen / wie Paulus lehret / ſich klein / geringe / vnd nidrig vor Gott / vnd dem Menſchen ſetzen / alſo machet man GOtt den Schoͤpffer groß / alles vnd hoch / wie dann in dem Leben Chriſti ( welches zu dieſen zeiten gantz verfallen iſt ) außdruͤcklich allen Glaubigen vorgebildet wird .
sc	w1ac	Aber	Aber	aber	KON
sc	w1ad	hiermit	hiermit	hiermit	PAV
sc	w1ae	wurde	wurde	werden	VAFIN
sc	w1af	er	er	er	PPER
sc	w1b0	gefällt	gefellet	fällen	VVPP
sc	w1b1	/	/	/	$(
sc	w1b2	und	vnnd	und	KON
sc	w1b3	wie	wie	wie	PWAV
sc	w1b4	er	er	er	PPER
sc	w1b5	nun	nun	nun	ADV
sc	w1b6	seines	ſeines	seine	PPOSAT
sc	w1b7	Jammers	Jammers	Jammer	NN
sc	w1b8	und	vnd	und	KON
sc	w1b9	Elendes	Elendes	elend	ADJA
sc	w1ba	innen	innen	innen	ADV
sc	w1bb	wurde	ward	werden	VAFIN
sc	w1bc	/	/	/	$(
sc	w1bd	und	vnd	und	KON
sc	w1be	sich	ſich	sich	PRF
sc	w1bf	abermals	abermal	abermals	ADV
sc	w1c0	selber	ſelber	selber	ADV
sc	w1c1	erkannte	erkandte	erkennen	VVFIN
sc	w1c2	/	/	/	$(
sc	w1c3	daß	daß	daß	KOUS
sc	w1c4	er	er	er	PPER
sc	w1c5	gesündigt	geſuͤndiget	sündigen	VVPP
sc	w1c6	hatte	hatte	haben	VAFIN
sc	w1c7	/	/	/	$(
sc	w1c8	und	vnnd	und	KON
sc	w1c9	also	alſo	also	ADV
sc	w1ca	in	in	in	APPR
sc	w1cb	die	die	d	ART
sc	w1cc	Verdammnis	Verdamnuß	Verdammnis	NN
sc	w1cd	geraten	gerathen	geraten	VVPP
sc	w1ce	/	/	/	$(
sc	w1cf	täte	thet	tun	VVFIN
sc	w1d0	er	er	er	PPER
sc	w1d1	ernstliche	ernſtliche	ernstlich	ADJA
sc	w1d2	Buße	Buſſe	Buße	NN
sc	w1d3	/	/	/	$(
sc	w1d4	starb	ſtarb	sterben	VVFIN
sc	w1d5	ihm	jhm	er	PPER
sc	w1d6	selber	ſelber	selber	ADV
sc	w1d7	ab	ab	ab	PTKVZ
sc	w1d8	/	/	/	$(
sc	w1d9	fiel	fiel	fallen	VVFIN
sc	w1da	wider	wider	wider	PTKVZ
sc	w1db	von	von	von	APPR
sc	w1dc	ihm	jhm	er	PPER
sc	w1dd	selber	ſelber	selber	ADV
sc	w1de	/	/	/	$(
sc	w1df	und	vnd	und	KON
sc	w1e0	kehrte	kehrete	kehren	VVFIN
sc	w1e1	sich	ſich	sich	PRF
sc	w1e2	zu	zu	zu	APPR
sc	w1e3	Gott	GOtt	Gott	NN
sc	w1e4	/	/	/	$(
sc	w1e5	also	alſo	also	ADV
sc	w1e6	wurde	ward	werden	VAFIN
sc	w1e7	er	er	er	PPER
sc	w1e8	durch	durch	durch	APPR
sc	w1e9	die	die	d	ART
sc	w1ea	Gnade	Gnade	Gnade	NN
sc	w1eb	wider	wider	wider	APPR
sc	w1ec	zu	zu	zu	APPR
sc	w1ed	Gott	Gott	Gott	NN
sc	w1ee	brachte	bracht	bringen	VVFIN
sc	w1ef	/	/	/	$(
sc	w1f0	Dann	Dann	dann	ADV
sc	w1f1	des	deß	d	ART
sc	w1f2	Weibes	Weibes	weib	ADJA
sc	w1f3	Same	Same	Same	NN
sc	w1f4	/	/	/	$(
sc	w1f5	fand	fand	finden	VVFIN
sc	w1f6	statt	ſtatt	statt	PTKVZ
sc	w1f7	und	vnd	und	KON
sc	w1f8	Raum	raum	Raum	NN
sc	w1f9	ihm	jhme	er	PPER
sc	w1fa	/	/	/	$(
sc	w1fb	und	vnnd	und	KON
sc	w1fc	macht	macht	machen	VVFIN
sc	w1fd	ihn	jhn	er	PPER
sc	w1fe	wiederum	widerumb	wiederum	ADV
sc	w1ff	lebendig	lebendig	lebendig	ADJD
sc	w200	/	/	/	$(
sc	w201	Also	Alſo	also	ADV
sc	w202	ist	iſt	sein	VAFIN
sc	w203	die	die	d	ART
sc	w204	Erkenntnis	Erkendtnuß	Erkenntnis	NN
sc	w205	sein	ſein	sein	PPOSAT
sc	w206	selbst	ſelbſt	selbst	ADV
sc	w207	schädlich	ſchaͤdlich	schädlich	ADJD
sc	w208	und	vnd	und	KON
sc	w209	böse	boͤß	böse	ADJD
sc	w20a	/	/	/	$(
sc	w20b	Wann	Wann	wann	PWAV
sc	w20c	man	man	man	PIS
sc	w20d	sich	ſich	sich	PRF
sc	w20e	dadurch	dardurch	dadurch	PAV
sc	w20f	erhebet	erhebet	erheben	VVFIN
sc	w210	/	/	/	$(
sc	w211	und	vnd	und	KON
sc	w212	sich	ſich	sich	PRF
sc	w213	des	deß	d	ART
sc	w214	Wissens	wiſſens	Wissen	NN
sc	w215	und	vnd	und	KON
sc	w216	Erkennens	erkennens	Erkennen	NN
sc	w217	anmaßet	anmaſſet	anmaßen	VVFIN
sc	w218	/	/	/	$(
sc	w219	als	als	als	KOKOM
sc	w21a	wäre	were	sein	VAFIN
sc	w21b	er	er	er	PPER
sc	w21c	sein	ſein	sein	PPOSAT
sc	w21d	eigen	eygen	Eigen	NN
sc	w21e	/	/	/	$(
sc	w21f	als	als	als	KOKOM
sc	w220	vermög	veꝛmoͤcht	vermögen	VVFIN
sc	w221	er	er	er	PPER
sc	w222	alles	alles	alle	PIS
sc	w223	von	von	von	APPR
sc	w224	sich	ſich	sich	PRF
sc	w225	selber	ſelber	selber	ADV
sc	w226	ohne	one	ohne	APPR
sc	w227	Gott	Gott	Gott	NN
sc	w228	/	/	/	$(
sc	w229	daher	daher	daher	PAV
sc	w22a	sagt	ſaget	sagen	VVFIN
sc	w22b	Paulus	Paulus	Paulus	NE
sc	w22c	/	/	/	$(
sc	w22d	die	die	die	PRELS
sc	w22e	sich	ſich	sich	PRF
sc	w22f	dünken	duͤncken	dünken	VVINF
sc	w230	lassen	laſſen	lassen	VVINF
sc	w231	/	/	/	$(
sc	w232	sie	ſie	sie	PPER
